54.693153 -35.286805 22.78 0.069 21.67 0.008 21.09 0.017 20.88 0.014 19.62 0.072 19.33 0.249  30.5
54.045148 -35.406122 22.90 0.074 21.68 0.018 21.03 0.022 20.79 0.025 19.58 0.071 18.84 0.159  64.4
54.788223 -35.582781 23.27 0.107 21.68 0.013 20.90 0.017 20.41 0.030 18.80 0.042 18.05 0.077  54.1
54.540434 -35.410333 23.02 0.085 21.68 0.017 21.03 0.009 20.83 0.014 19.52 0.067 18.76 0.148   9.9
54.497595 -35.602573 22.84 0.073 21.69 0.021 20.93 0.016 20.57 0.019 19.12 0.054 18.67 0.135  39.1
54.700582 -35.466139 23.35 0.114 21.69 0.013 20.98 0.017 20.57 0.031 19.07 0.050 18.51 0.117  20.8
54.585154 -35.491109 23.12 0.093 21.69 0.017 20.99 0.009 20.65 0.012 19.27 0.057 18.47 0.113  21.4
55.161762 -35.578580 23.02 0.066 21.69 0.021 21.14 0.009 20.78 0.018 19.81 0.081 19.09 0.357  20.5
54.693401 -35.623084 23.25 0.105 21.69 0.031 20.97 0.015 20.56 0.018 19.17 0.054 18.21 0.088  22.5
54.758890 -35.626638 23.42 0.122 21.69 0.042 21.06 0.018 20.55 0.038 19.23 0.055 18.27 0.093  26.9
54.337997 -35.549220 23.54 0.136 21.69 0.021 20.94 0.019 20.64 0.012 18.91 0.046 17.98 0.071  23.1
55.335430 -35.214867 22.94 0.064 21.69 0.027 21.12 0.028 20.56 0.022 19.24 0.056 19.10 0.365  29.7
54.852801 -35.088243 22.91 0.078 21.70 0.009 21.11 0.040 20.82 0.032 19.57 0.117 19.12 0.206  27.0
54.436281 -35.321794 22.90 0.077 21.70 0.010 21.11 0.024 20.84 0.014 19.48 0.066 19.16 0.213  18.5
54.377418 -35.324674 23.07 0.089 21.70 0.010 21.03 0.024 20.65 0.012 19.34 0.061 18.83 0.157   ---
54.674662 -35.496827 22.74 0.066 21.71 0.017 21.15 0.010 20.78 0.014 19.68 0.075 18.73 0.143  21.8
54.561301 -35.532983 23.37 0.117 21.71 0.017 20.80 0.008 20.46 0.011 18.75 0.041 17.93 0.068  22.2
54.243021 -35.535316 22.83 0.072 21.71 0.038 21.00 0.025 20.65 0.021 19.25 0.057 18.52 0.117   7.6
55.010507 -35.613458 23.14 0.094 21.72 0.047 21.04 0.010 20.63 0.039 19.38 0.061 18.59 0.126  33.6
54.561510 -35.556839 23.39 0.119 21.72 0.017 20.83 0.008 20.51 0.011 18.93 0.046 18.15 0.084  34.1
54.561510 -35.556839 23.39 0.119 21.72 0.017 20.83 0.008 20.51 0.011 18.93 0.046 18.15 0.084  34.1
54.203447 -35.379528 23.19 0.100 21.72 0.029 21.01 0.037 20.50 0.022 19.11 0.052 18.06 0.077  14.6
55.003000 -35.699550 23.26 0.105 21.72 0.047 21.02 0.010 20.60 0.039 19.31 0.059 18.59 0.125  23.7
54.232234 -35.489364 24.02 0.210 21.72 0.038 20.85 0.025 20.40 0.019 18.66 0.040 17.74 0.057   ---
54.556461 -35.482240 23.30 0.110 21.73 0.017 20.91 0.009 20.50 0.011 18.91 0.045 18.10 0.080  20.3
54.368609 -35.142656 22.76 0.068 21.73 0.008 21.18 0.080 20.92 0.023 20.08 0.119 19.07 0.194  15.5
54.366628 -35.542289 22.83 0.072 21.73 0.021 21.13 0.019 20.98 0.016 19.74 0.079 19.57 0.310  28.4
54.766089 -35.407936 23.55 0.137 21.73 0.013 21.01 0.017 20.58 0.031 19.18 0.054 18.22 0.090  19.9
54.703782 -35.468016 23.09 0.091 21.73 0.013 21.12 0.018 20.74 0.031 19.56 0.069 18.71 0.141  19.0
54.623053 -35.418937 23.46 0.127 21.74 0.017 20.91 0.009 20.59 0.012 18.95 0.046 18.20 0.088  17.7
